show_id,type,title,director,cast,country,date_added,release_year,duration,listed_in,description,year_added,month_added,day_added,is_movie,cleaned_description,rating_G,rating_PG,rating_PG-13,rating_TV-14,rating_TV-G,rating_TV-PG,rating_TV-Y,rating_TV-Y7,rating_TV-Y7-FV
s1116,Movie,Sharpay's Fabulous Adventure,Michael Lembeck,"Ashley Tisdale, Austin Butler, Cameron Goodman, Bradley Perry, Alec Mapa, Jack Plotnick",United States,2019-11-12,2011,92 min,"Comedy, Coming of Age, Music",Aspiring diva Sharpay leaves suburbia and hits Broadway…and hits it hard.,2019.0,11.0,12.0,1,aspiring diva sharpay leaf suburbia hit hit hard,False,False,False,False,True,False,False,False,False
s1117,Movie,Shipwrecked,Nils Gaup,"Stian Smestad, Trond Peter Munch, Louisa Haigh, Gabriel Byrne, Bjørn Sundquist, Eva von Hanno","Norway, Sweden, United States",2019-11-12,1991,93 min,"Action-Adventure, Coming of Age, Family",A cabin boy must outwit a ruthless gang of pirates while shipwrecked on a jungle island.,2019.0,11.0,12.0,1,cabin boy must outwit ruthless gang pirate shipwrecked jungle island,False,True,False,False,False,False,False,False,False
s1118,TV Show,Silver Surfer,Unknown,"Paul Essiembre, James Blendick, Robert Bockstael, Jennifer Daley, Colin Fox","United States, Canada",2019-11-12,1997,1 Season,"Action-Adventure, Animation, Kids",The adventures of the cosmic wanderer as he seeks his lost home after rebelling from his master.,2019.0,11.0,12.0,0,adventure cosmic wanderer seek lost home rebelling master,False,False,False,False,False,False,False,True,False
s1119,Movie,Simpsons Movie,David Silverman,"Dan Castellaneta, Julie Kavner, Nancy Cartwright, Yeardley Smith, Harry Shearer, Hank Azaria",United States,2019-11-12,2007,88 min,"Action-Adventure, Animation, Comedy",Homer must save the world from a catastrophe he himself created.,2019.0,11.0,12.0,1,homer must save world catastrophe created,False,False,True,False,False,False,False,False,False
s1120,Movie,Sister Act,Emile Ardolino,"Whoopi Goldberg, Maggie Smith, Harvey Keitel, Bill Nunn, Mary Wickes, Kathy Najimy",United States,2019-11-12,1992,101 min,"Comedy, Crime, Family",A low-rent lounge singer is forced to hide out from the mob in a convent.,2019.0,11.0,12.0,1,lounge singer forced hide mob convent,False,True,False,False,False,False,False,False,False
s1121,Movie,Sister Act 2: Back in the Habit,Bill Duke,"Whoopi Goldberg, Kathy Najimy, Barnard Hughes, Mary Wickes, James Coburn, Michael Jeter",United States,2019-11-12,1993,108 min,"Comedy, Family, Music",Deloris goes back undercover to try to save a troubled inner-city school.,2019.0,11.0,12.0,1,deloris go back undercover try save troubled school,False,True,False,False,False,False,False,False,False
s1122,Movie,Skyrunners,Ralph Hemecker,"Kelly Blatz, Joey Pollari, Conrad Coates, Jacqueline Wood, Nathan Stephenson, Kerry Laifatt",United States,2019-11-12,2009,93 min,"Action-Adventure, Science Fiction",Teen brothers discover a UFO near their town…and learn of an alien plot.,2019.0,11.0,12.0,1,teen brother discover ufo near learn alien plot,False,False,False,False,False,True,False,False,False
s1123,Movie,Sleeping Beauty,Clyde Geronimi,"Mary Costa, Eleanor Audley, Barbara Luddy, Taylor Holmes, Bill Shirley, Verna Felton",United States,2019-11-12,1959,77 min,"Animation, Family, Fantasy",A fairy-tale classic about a princess saved by true love's kiss.,2019.0,11.0,12.0,1,classic princess saved true love kiss,True,False,False,False,False,False,False,False,False
s1124,Movie,Smart House,LeVar Burton,"Ryan Merriman, Kevin Kilner, Jessica Steen, Katie Volding, Katey Sagal, Emilio Borelli",United States,2019-11-12,1999,82 min,"Comedy, Coming of Age, Drama",A computerized Smart House becomes an overly possessive virtual mother.,2019.0,11.0,12.0,1,computerized smart house becomes overly possessive virtual mother,False,False,False,False,True,False,False,False,False
s1125,Movie,Smash and Grab,Brian Larsen,Unknown,United States,2019-11-12,2019,8 min,"Animation, Buddy, Family",Two antiquated robots risk everything for freedom and for each other.,2019.0,11.0,12.0,1,two antiquated robot risk everything freedom,False,True,False,False,False,False,False,False,False
s1126,Movie,Snow White and The Seven Dwarfs,David Hand,"Adriana Caselotti, Harry Stockwell, Lucille LaVerne, Moroni Olsen, Billy Gilbert, Pinto Colvig",United States,2019-11-12,1937,84 min,"Animation, Family, Fantasy",Discover the movie called “The Greatest Animated Film Of All Time”!,2019.0,11.0,12.0,1,discover movie called greatest animated film time,True,False,False,False,False,False,False,False,False
s1127,Movie,Snowball Express,Norman Tokar,"Dean Jones, Nancy Olson, Harry Morgan, Keenan Wynn, Johnny Whitaker, Michael McGreevy",United States,2019-11-12,1972,94 min,"Comedy, Family, Sports",A New York accountant moves west when he inherits a dilapidated ski resort.,2019.0,11.0,12.0,1,new york accountant move west inherits dilapidated ski resort,True,False,False,False,False,False,False,False,False
s1128,Movie,Snowglobe,Ron Lagomarsino,"Christina Milian, Erin Karpluk, Hilda Doherty, Jason Schombing, James Kot, Andrew Krivanek",United States,2019-11-12,2007,90 min,"Comedy, Family, Fantasy",Angela finds a snow globe that transports her into a Christmas wonderland.,2019.0,11.0,12.0,1,angela find snow globe transport christmas wonderland,False,False,False,False,False,True,False,False,False
s1129,TV Show,So Weird,Unknown,"Cara DeLizia, Patrick Levis, Erik von Detten, Belinda Metz, Dave Ward, Mackenzie Phillips",Canada,2019-11-12,1999,3 Seasons,"Fantasy, Kids, Mystery",A teenage girl travels the country on a rock tour while investigating the supernatural.,2019.0,11.0,12.0,0,teenage girl travel country rock tour investigating supernatural,False,False,False,False,False,False,False,True,False
s1130,Movie,Society Dog Show,Bill Roberts,"Pinto Colvig, Walt Disney",United States,2019-11-12,1939,9 min,"Animation, Comedy, Family","Pluto is out of place at a dog show, but he proves to be a hero. See details for advisory.",2019.0,11.0,12.0,1,pluto place dog show prof hero see detail advisory,False,False,False,False,True,False,False,False,False
s1131,TV Show,Spider-Man (Shorts),Unknown,Unknown,Unknown,2019-11-12,2016,1 Season,"Action-Adventure, Animation, Kids",Peter uses science to investigate his spider bite.,2019.0,11.0,12.0,0,peter us science investigate spider bite,False,False,False,False,False,False,False,True,False
s1132,TV Show,Spider-Man and His Amazing Friends,Unknown,"Hans Conried, Jerry Dexter, George DiCenzo, Alan Dinehart, Walker Edminston, Michael Evans",United States,2019-11-12,1982,1 Season,"Action-Adventure, Animation, Kids",Spider-Man battles crime in New York City with the help of Iceman and Firestar.,2019.0,11.0,12.0,0,battle crime new york city help iceman firestar,False,False,False,False,False,False,False,True,False
s1133,TV Show,Spider-Man Unlimited,Unknown,"Rino Romano, Kathleen Barr, Jim Byrnes, Garry Chalk, Paul Dobson","United States, Canada",2019-11-12,1999,1 Season,"Action-Adventure, Animation, Kids",Strap in to your seats and experience Spider-Man Unlimited!,2019.0,11.0,12.0,0,strap seat experience unlimited,False,False,False,False,False,False,False,True,False
s1134,TV Show,Spider-Woman,Unknown,"Joan Ark, Bruce Miller, Bryan Scott, Lou Krugman, Dick Tufeld",United States,2019-11-12,1979,1 Season,"Action-Adventure, Animation, Kids",Jessica Drew has superhuman powers. She uses them as Spider-Woman.,2019.0,11.0,12.0,0,jessica drew superhuman power us,False,False,False,False,False,False,False,True,False
s1135,TV Show,Star Wars Forces of Destiny (Shorts),Unknown,"Ashley Eckstein, Matt Lanter, C1-10P a.k.a. ""Chopper"" , John Boyega, Vanessa Marshall, Felicity Jones",United States,2019-11-12,2016,2 Seasons,"Action-Adventure, Animation, Anthology",Untold stories from the heroines of Star Wars.,2019.0,11.0,12.0,0,untold story heroine star war,False,False,False,False,False,False,False,True,False
s1136,TV Show,Star Wars Rebels,Unknown,"Taylor Gray, Vanessa Marshall, Freddie Prinze Jr., Tiya Sircar, Steve Blum, C1-10P a.k.a. ""Chopper""",United States,2019-11-12,2014,4 Seasons,"Action-Adventure, Animation, Kids",The Ghost crew provides a spark to ignite a rebellion.,2019.0,11.0,12.0,0,ghost crew provides spark ignite rebellion,False,False,False,False,False,False,False,True,False
s1137,TV Show,Star Wars Rebels (Shorts),Unknown,Unknown,Unknown,2019-11-12,2014,1 Season,"Action-Adventure, Animation, Kids",It is a dark time in the galaxy as the Empire continues to tighten its grip.,2019.0,11.0,12.0,0,dark time galaxy empire continues tighten grip,False,False,False,False,False,False,False,True,False
s1138,Movie,Star Wars: A New Hope (Episode IV),George Lucas,"Mark Hamill, Harrison Ford, Carrie Fisher, Peter Cushing, Alec Guinness, Anthony Daniels",United States,2019-11-12,1977,125 min,"Action-Adventure, Science Fiction",A young farm boy intercepts a distress call from the captive Princess Leia.,2019.0,11.0,12.0,1,young farm boy intercept distress call captive princess leia,False,True,False,False,False,False,False,False,False
s1139,Movie,Star Wars: Attack of the Clones (Episode II),George Lucas,"Ewan McGregor, Natalie Portman, Hayden Christensen, Frank Oz, Ian McDiarmid, Pernilla August",United States,2019-11-12,2002,143 min,"Action-Adventure, Science Fiction",Young Anakin and Padmé fall in love as galactic war looms.,2019.0,11.0,12.0,1,young anakin padmé fall love galactic war loom,False,True,False,False,False,False,False,False,False
s1140,TV Show,Star Wars: Blips,Unknown,Unknown,United States,2019-11-12,2019,1 Season,Series,What does a curious little droid do when he's not on a daring mission to save the galaxy?,2019.0,11.0,12.0,0,curious little droid daring mission save galaxy,False,False,False,False,False,False,False,False,True
s1141,Movie,Star Wars: Return of the Jedi (Episode VI),Richard Marquand,"Mark Hamill, Harrison Ford, Carrie Fisher, Billy Williams, Anthony Daniels, Peter Mayhew",United States,2019-11-12,1983,135 min,"Action-Adventure, Science Fiction",Luke Skywalker faces Darth Vader in a final duel.,2019.0,11.0,12.0,1,luke skywalker face darth vader final duel,False,True,False,False,False,False,False,False,False
s1142,Movie,Star Wars: Revenge of the Sith (Episode III),George Lucas,"Ewan McGregor, Natalie Portman, Hayden Christensen, Ian McDiarmid, Frank Oz, Jimmy Smits",United States,2019-11-12,2005,140 min,"Action-Adventure, Science Fiction","As the Republic falls, Anakin Skywalker becomes the evil Darth Vader.",2019.0,11.0,12.0,1,republic fall anakin skywalker becomes evil darth vader,False,False,True,False,False,False,False,False,False
s1143,Movie,Star Wars: The Empire Strikes Back (Episode V),Irvin Kershner,"Mark Hamill, Harrison Ford, Carrie Fisher, Billy Williams, Anthony Daniels, David Prowse",United States,2019-11-12,1980,127 min,"Action-Adventure, Science Fiction",Luke Skywalker trains as a Jedi and confronts Darth Vader.,2019.0,11.0,12.0,1,luke skywalker train jedi confronts darth vader,False,True,False,False,False,False,False,False,False
s1144,Movie,Star Wars: The Force Awakens (Episode VII),J.J. Abrams,"Harrison Ford, Mark Hamill, Carrie Fisher, Adam Driver, Daisy Ridley, John Boyega",United States,2019-11-12,2015,139 min,"Action-Adventure, Science Fiction","Rey, Finn, Han and Chewbacca search for the one hope of restoring peace.",2019.0,11.0,12.0,1,rey finn han chewbacca search one hope restoring peace,False,False,True,False,False,False,False,False,False
s1145,Movie,Star Wars: The Phantom Menace (Episode I),George Lucas,"Liam Neeson, Ewan McGregor, Natalie Portman, Jake Lloyd, Pernilla August, Frank Oz",United States,2019-11-12,1999,136 min,"Action-Adventure, Science Fiction","Jedi discover Anakin Skywalker, a boy unusually strong in the Force.",2019.0,11.0,12.0,1,jedi discover anakin skywalker boy unusually strong force,False,True,False,False,False,False,False,False,False
s1146,Movie,Starstruck,Michael Grossman,"Sterling Knight, Danielle Campbell, Maggie Castle, Brandon Smith, Chelsea Staub, Beth Littleford",United States,2019-11-12,2010,81 min,"Comedy, Coming of Age, Music",Pop star Christopher Wilde must choose to follow his heart or embrace fame.,2019.0,11.0,12.0,1,pop star christopher wilde must choose follow heart embrace fame,False,False,False,False,True,False,False,False,False
s1147,Movie,Steamboat Willie,"Walt Disney, Ub Iwerks",Walt Disney,United States,2019-11-12,1928,8 min,"Animation, Family, Kids",Watch Mickey Mouse's classic cartoon debut. See details for advisory.,2019.0,11.0,12.0,1,watch mickey mouse classic cartoon debut see detail advisory,False,False,False,False,False,False,False,True,False
s1148,Movie,Stepsister from Planet Weird,Steve Boyum,"Courtnee Draper, Tamara Hope, Lance Guest, Khrystyne Haje, Vanessa Chester, Myles Jeffrey",United States,2019-11-12,2000,86 min,"Comedy, Family, Science Fiction",A human and an alien team up to stop their parents from getting married.,2019.0,11.0,12.0,1,human alien team stop parent getting married,False,False,False,False,True,False,False,False,False
s1149,Movie,Stitch! The Movie,"Tony Craig, Bobs Gannaway","Daveigh Chase, Chris Sanders, Tia Carrere, David Stiers, Kevin McDonald, Ving Rhames",United States,2019-11-12,2003,62 min,"Animation, Comedy, Family","Stitch tries to save his intergalactic ""cousins"" from evil Captain Gantu.",2019.0,11.0,12.0,1,stitch try save intergalactic cousin evil captain gantu,True,False,False,False,False,False,False,False,False
s1150,Movie,Stonehenge Decoded: Secrets Revealed,Christopher Spencer,Craig Sechler,United Kingdom,2019-11-12,2008,44 min,Documentary,The discovery of a prehistoric site in Ireland sheds new light on the mysteries of Stonehenge,2019.0,11.0,12.0,1,discovery prehistoric site ireland shed new light mystery stonehenge,False,False,False,False,False,True,False,False,False
s1151,Movie,Stuck in the Suburbs,Savage Holland,"Danielle Panabaker, Brenda Song, Amanda Shaw, CiCi Hedgepeth, Jennie Garland, Ryan Belleville",United States,2019-11-12,2004,79 min,"Comedy, Coming of Age, Music",A bored suburban teen accidentally switches phones with a pop star.,2019.0,11.0,12.0,1,bored suburban teen accidentally switch phone pop star,False,False,False,False,True,False,False,False,False
s1152,Movie,Sultan and the Rock Star,Ed Abroms,"Timothy Hutton, Ken Swofford, Bruce Glover, Ned Romero, Richard Paul, Pat Delany",United States,2019-11-12,1980,47 min,"Action-Adventure, Animals & Nature, Family",A rock star befriends a gentle tiger being hunted for sport. See details for advisory.,2019.0,11.0,12.0,1,rock star befriends gentle tiger hunted sport see detail advisory,False,False,False,False,False,True,False,False,False
s1153,Movie,Super Buddies,Robert Vince,"Jeremy Shinder, Tenzing Trainor, Ty Panitz, G. Hannelius, Cooper Roth, Colin Hanks",United States,2019-11-12,2013,83 min,"Action-Adventure, Comedy, Family",A new breed of hero is born when Disney's favorite extraordinary pups become Super Buddies!,2019.0,11.0,12.0,1,new breed hero born disney favorite extraordinary pup become super buddy,True,False,False,False,False,False,False,False,False
